"","x"
"1323",15.28
"1324",14.9266666666667
"1325",15.0266666666667
"1326",14.8466666666667
"1327",14.58
"1328",14.42
"1329",14.54
"1330",14.4733333333333
"1331",14.2466666666667
"1332",14.1666666666667
"1333",14.5933333333333
"1334",14.3333333333333
"1335",14.0666666666667
"1336",13.86
"1337",13.6466666666667
"1338",13.5866666666667
"1339",13.5866666666667
"1340",13.26
"1341",13.32
"1342",13.12
"1343",12.8733333333333
"1344",12.6
"1345",12.5533333333333
"1346",12.7666666666667
"1347",12.8933333333333
"1348",12.7266666666667
"1349",13.16
"1350",13.3133333333333
"1351",13.7066666666667
"1352",14.32
"1353",14.4466666666667
"1354",14.7533333333333
"1355",15.3333333333333
"1356",15.4666666666667
"1357",15.72
"1358",15.94
"1359",15.94
"1360",16.0466666666667
"1361",16.08
"1362",16.1666666666667
"1363",16.2666666666667
"1364",16.28
"1365",16.58
"1366",16.5866666666667
"1367",16.4466666666667
"1368",16.8666666666667
"1369",17.0333333333333
"1370",16.8466666666667
"1371",16.64
"1372",16.58
"1373",16.72
"1374",17.0866666666667
"1375",17.34
"1376",17.5133333333333
"1377",17.5066666666667
"1378",17.34
"1379",17.3066666666667
"1380",17.5266666666667
"1381",17.8733333333333
"1382",18.08
"1383",17.92
"1384",18.1733333333333
"1385",18.26
"1386",18.7066666666667
"1387",19.0466666666667
"1388",19.2866666666667
"1389",19.4266666666667
"1390",19.4466666666667
"1391",19.52
"1392",19.5866666666667
"1393",20.1466666666667
"1394",20.46
"1395",20.56
"1396",20.26
"1397",20.1266666666667
"1398",20.0133333333333
"1399",19.3466666666667
"1400",19.1066666666667
"1401",18.8933333333333
"1402",18.7933333333333
"1403",18.74
"1404",18.7133333333333
"1405",18.7333333333333
"1406",18.6666666666667
"1407",18.7466666666667
"1408",18.6266666666667
"1409",18.7333333333333
"1410",18.8533333333333
"1411",18.9266666666667
"1412",19.16
"1413",19.8866969000251
"1414",20.1734797224044
"1415",20.440146389071
"1416",20.6734797224044
"1417",21.0534797224044
"1418",21.1601463890711
"1419",21.1601463890711
"1420",21.3268130557377
"1421",21.5934797224044
"1422",21.7268130557377
"1423",21.7401463890711
"1424",21.7468130557377
"1425",21.3601463890711
"1426",21.1868130557377
"1427",20.8401463890711
"1428",20.2401161557126
"1429",20.2339436394163
"1430",20.3139436394163
"1431",20.3206103060829
"1432",19.8206103060829
"1433",19.3139436394163
"1434",19.0206103060829
"1435",18.6139436394163
"1436",18.4606103060829
"1437",18.4272769727496
"1438",18.5406103060829
"1439",18.3472769727496
"1440",18.5939436394163
"1441",19.0472769727496
"1442",19.6606103060829
"1443",19.9406103060829
"1444",20.2666666666667
"1445",20.3333333333333
"1446",20.4666666666667
"1447",20.92
"1448",21.58
"1449",21.9533333333333
"1450",22.52
"1451",22.9533333333333
"1452",23.3466666666667
"1453",23.64
"1454",24.0066666666667
"1455",24.26
"1456",24.2733333333333
"1457",24.0466666666667
"1458",24.22
"1459",24.5466666666667
"1460",24.9866666666667
"1461",25.42
"1462",25.5666666666667
"1463",25.76
"1464",25.9866666666667
"1465",26.2
"1466",26.2066666666667
"1467",26.2
"1468",26.2266666666667
"1469",26.4133333333333
"1470",26.6266666666667
"1471",26.6266666666667
"1472",26.7466666666667
"1473",27.1333333333333
"1474",27.0133333333333
"1475",26.8666666666667
"1476",26.76
"1477",27.08
"1478",27.4666666666667
"1479",27.7866666666667
"1480",28.06
"1481",28.42
"1482",28.8866666666667
"1483",29.3533333333333
"1484",29.7333333333333
"1485",29.9866666666667
"1486",30.42
"1487",30.7933333333333
"1488",30.7733333333333
"1489",31.14
"1490",31.44
"1491",31.66
"1492",31.7266666666667
"1493",31.8266666666667
"1494",31.78
"1495",31.7733333333333
"1496",31.5266666666667
"1497",31.0866666666667
"1498",30.74
"1499",30.5666666666667
"1500",30.3533333333333
"1501",30.26
"1502",30.1
"1503",30.2533333333333
"1504",30.3733333333333
"1505",30.34
"1506",30.4933333333333
"1507",30.4533333333333
"1508",30.2866666666667
"1509",30.4
"1510",30.3133333333333
"1511",30.5133333333333
"1512",30.8266666666667
"1513",31.02
"1514",30.9933333333333
"1515",31.1733333333333
"1516",31.3666666666667
"1517",31.4866666666667
"1518",31.2533333333333
"1519",31.1066666666667
"1520",31.0133333333333
"1521",31.0466666666667
"1522",31.0733333333333
"1523",31.02
"1524",30.9666666666667
"1525",30.9666666666667
"1526",30.92
"1527",30.8333333333333
"1528",30.6866666666667
"1529",30.6866666666667
"1530",30.8266666666667
"1531",31.2133333333333
"1532",31.52
"1533",31.7933333333333
"1534",31.92
"1535",32
"1536",31.9466666666667
"1537",31.7533333333333
"1538",31.78
"1539",31.5666666666667
"1540",31.38
"1541",31.28
"1542",31.22
"1543",31.18
"1544",31.1533333333333
"1545",31.1
"1546",30.7
"1547",30.4733333333333
"1548",30.3466666666667
"1549",30.1733333333333
"1550",30.16
"1551",30
"1552",30.2533333333333
"1553",30.3066666666667
"1554",30.4933333333333
"1555",30.6866666666667
"1556",30.86
"1557",30.8533333333333
"1558",30.78
"1559",30.7333333333333
"1560",30.5866666666667
"1561",30.48
"1562",30.3
"1563",30.08
"1564",30.0533333333333
"1565",30.1466666666667
"1566",30.1266666666667
"1567",30
"1568",29.7466666666667
"1569",29.5466666666667
"1570",29.6733333333333
"1571",29.4933333333333
"1572",29.3933333333333
"1573",29.72
"1574",28.94
"1575",28.48
"1576",28.0666666666667
"1577",27.78
"1578",27.6466666666667
"1579",27.34
"1580",26.9733333333333
"1581",26.6466666666667
"1582",26.4
"1583",26.36
"1584",26.3333333333333
"1585",25.82
"1586",25.56
"1587",25.3157254487233
"1588",24.8090587820567
"1589",25.24239211539
"1590",25.2890587820567
"1591",25.44239211539
"1592",25.5690587820567
"1593",25.5557254487233
"1594",25.62239211539
"1595",25.8290587820567
"1596",25.6557254487233
"1597",25.6490587820567
"1598",25.5957254487233
"1599",25.4690587820567
"1600",25.5157254487233
"1601",25.5690587820567
"1602",25.6466666666667
"1603",25.6466666666667
"1604",25.74
"1605",25.84
"1606",25.7466666666667
"1607",25.5333333333333
"1608",24.9666666666667
"1609",24.7733333333333
"1610",24.54
"1611",24.46
"1612",24.28
"1613",24.18
"1614",24.0733333333333
"1615",23.98
"1616",24.0533333333333
"1617",23.9666666666667
"1618",23.84
"1619",23.6733333333333
"1620",23.24
"1621",22.9866666666667
"1622",22.88
"1623",23.1933333333333
"1624",23.12
"1625",22.68
"1626",22.4066666666667
"1627",21.9066666666667
"1628",21.32
"1629",20.8733333333333
"1630",20.4466666666667
"1631",20.08
"1632",19.8666666666667
"1633",19.48
"1634",19.0466666666667
"1635",18.9533333333333
"1636",18.76
"1637",18.7733333333333
"1638",18.6333333333333
"1639",18.4666666666667
"1640",18.4866666666667
"1641",18.7
"1642",18.9333333333333
"1643",19.2
"1644",19.6466666666667
"1645",19.64
"1646",19.18
"1647",18.7466666666667
"1648",18.6333333333333
"1649",18.5533333333333
"1650",18.2533333333333
"1651",17.8066666666667
"1652",17.1133333333333
"1653",16.5266666666667
"1654",16.12
"1655",15.8666666666667
"1656",15.4933333333333
"1657",15.2466666666667
"1658",14.96
"1659",14.3066666666667
"1660",14.34
"1661",14.42
"1662",14.2933333333333
"1663",14.0933333333333
"1664",14.2133333333333
"1665",14.46
"1666",14.6866666666667
"1667",14.82
"1668",14.8533333333333
"1669",14.8466666666667
"1670",14.74
"1671",14.8266666666667
"1672",14.9266666666667
"1673",15.04
"1674",15.2866666666667
"1675",15.0933333333333
"1676",15.0333333333333
"1677",15.0933333333333
"1678",15.2333333333333
"1679",15.2466666666667
"1680",15.56
"1681",15.7866666666667
"1682",15.9933333333333
"1683",16.5266666666667
"1684",17.08
"1685",17.64
"1686",17.8866666666667
"1687",17.8066666666667
"1688",17.6333333333333
"1689",17.3733333333333
"1690",17.34
"1691",17.3666666666667
"1692",17.2466666666667
"1693",17.2133333333333
"1694",16.94
"1695",16.32
"1696",16.0133333333333
"1697",16.18
"1698",15.98
"1699",15.66
"1700",15.26
"1701",15.1866666666667
"1702",15.66
"1703",16.12
"1704",16.5733333333333
"1705",16.8066666666667
"1706",16.7266666666667
"1707",16.6866666666667
"1708",16.6066666666667
"1709",16.9666666666667
"1710",17.3066666666667
"1711",17.5266666666667
"1712",17.2933333333333
"1713",16.9466666666667
"1714",16.6666666666667
"1715",16.46
"1716",15.8866666666667
"1717",15.0133333333333
"1718",14.2133333333333
"1719",13.56
"1720",13.0066666666667
"1721",12.8333333333333
"1722",12.9
"1723",13.2333333333333
"1724",12.94
"1725",12.58
"1726",12.4533333333333
"1727",12.7066666666667
"1728",13.5993381127624
"1729",14.0793381127624
"1730",14.3593381127624
"1731",14.7126714460958
"1732",15.2726714460958
"1733",15.7660047794291
"1734",15.2653104141103
"1735",15.4519770807769
"1736",15.5253104141103
"1737",15.8653104141103
"1738",15.3986437474436
"1739",14.6719770807769
"1740",14.4586437474436
